Prompt1,Prompt2,statistic,pvalue,corrected_pvalue,reject_H0,corrected_alpha_sidak,corrected_alpha_bonferroni
0-Shot | Notes,0-Shot | Summary,820.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
0-Shot | Notes,5-Shot | Summary,415286.5,4.419356850230351e-93,4.781599215003332e-93,True,0.0007768692078230499,0.0007575757575757576
0-Shot | Notes,10-Shot | Summary,243993.5,2.0708609089159e-310,4.7129937927051e-310,True,0.0007768692078230499,0.0007575757575757576
0-Shot | Notes,20-Shot | Summary,67056.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
0-Shot | Notes,50-Shot | Summary,562477.5,7.518858368532446e-59,7.876899243224467e-59,True,0.0007768692078230499,0.0007575757575757576
0-Shot | Notes,0-Shot CoT | Notes,12498.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
0-Shot | Notes,0-Shot CoT | Summary,18297.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
0-Shot | Notes,5-Shot CoT | Summary,66913.5,2.930015925432229e-284,4.497233746012259e-284,True,0.0007768692078230499,0.0007575757575757576
0-Shot | Notes,10-Shot CoT | Summary,285900.0,1.5074194843308845e-293,2.618149630679957e-293,True,0.0007768692078230499,0.0007575757575757576
0-Shot | Notes,20-Shot CoT | Summary,8355.5,2.436966902102524e-35,2.436966902102524e-35,True,0.0007768692078230499,0.0007575757575757576
0-Shot | Notes,50-Shot CoT | Summary,36788.5,1.0107345809069568e-291,1.7104739061502347e-291,True,0.0007768692078230499,0.0007575757575757576
0-Shot | Summary,5-Shot | Summary,15171.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
0-Shot | Summary,10-Shot | Summary,79830.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
0-Shot | Summary,20-Shot | Summary,14459.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
0-Shot | Summary,50-Shot | Summary,184065.5,1.468928962142815e-232,1.9389862300285158e-232,True,0.0007768692078230499,0.0007575757575757576
0-Shot | Summary,0-Shot CoT | Notes,18774.0,6.879487677220931e-134,7.828382529251405e-134,True,0.0007768692078230499,0.0007575757575757576
0-Shot | Summary,0-Shot CoT | Summary,4795.0,8.776800424876708e-36,8.911828123720965e-36,True,0.0007768692078230499,0.0007575757575757576
0-Shot | Summary,5-Shot CoT | Summary,60149.0,7.146465560126061e-289,1.1791668174208e-288,True,0.0007768692078230499,0.0007575757575757576
0-Shot | Summary,10-Shot CoT | Summary,232919.5,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
